,Overall,Value,Rooms,Location,Cleanliness,Check in / front desk,Service,Business service
16840,4,3,4,3,4,3,4,3
16841,4,-1,5,5,5,5,5,5
16842,4,4,3,4,5,4,4,-1
16843,4,5,3,5,3,5,4,-1
16844,4,5,5,3,5,5,5,-1
16845,4,3,4,-1,4,-1,2,-1
16846,4,5,4,-1,4,-1,4,-1
16847,4,4,5,5,5,4,5,5
16848,4,4,3,4,3,2,3,4
16849,4,4,5,5,5,4,5,3
16850,4,5,5,5,5,5,5,5
16851,4,4,3,5,5,4,5,-1
16852,4,3,5,5,5,3,4,1
16853,4,3,4,-1,5,-1,4,-1
16854,4,4,3,5,4,5,5,-1
16855,4,4,4,5,4,5,-1,3
16856,4,-1,4,5,4,4,3,3
16857,4,4,3,-1,3,-1,4,-1
16858,4,5,4,5,5,3,2,3
16859,4,3,4,5,5,5,5,3
16860,4,5,4,5,5,5,4,5
16861,4,4,3,4,4,3,4,3
16862,4,4,3,4,3,3,5,-1
16863,4,5,5,5,5,5,5,5
16864,4,4,3,-1,5,-1,3,-1
16865,4,4,4,-1,4,-1,3,-1
16866,4,4,5,5,5,4,4,5
16867,4,5,3,5,4,4,4,4
16868,4,5,5,2,5,2,4,5
16869,4,5,4,5,4,5,5,-1
16870,4,3,4,-1,4,-1,2,-1
16871,4,4,2,5,4,5,5,4
16872,4,4,3,-1,4,-1,3,-1
16873,4,4,4,5,4,3,4,-1
16874,4,4,4,-1,4,-1,5,-1
16875,4,4,4,4,5,5,3,3
16876,4,5,4,-1,5,-1,5,-1
16877,4,3,4,4,4,1,4,4
16878,4,4,3,-1,5,-1,4,-1
16879,4,4,4,-1,5,-1,4,-1
16880,4,5,4,-1,5,-1,4,-1
16881,4,5,5,-1,5,-1,4,-1
16882,4,4,4,4,5,4,5,3
16883,4,4,5,5,4,4,4,3
16884,4,5,4,-1,5,-1,4,-1
16885,4,5,3,-1,4,-1,5,-1
16886,4,4,5,4,4,1,1,3
16887,4,5,4,5,4,5,4,-1
16888,4,3,4,-1,5,-1,5,-1
16889,4,4,4,4,4,5,4,-1
16890,4,4,4,5,4,5,4,3
16891,4,4,5,5,5,5,5,4
16892,4,4,4,4,4,3,4,-1
16893,4,4,5,5,5,5,5,-1
16894,4,4,4,-1,4,-1,4,-1
16895,4,4,4,5,5,3,2,5
16896,4,5,4,4,4,5,4,3
16897,4,4,4,5,4,5,5,5
16898,4,3,5,5,5,4,3,5
16899,4,4,4,4,4,3,4,3
16900,4,4,-1,2,3,4,3,4
16901,4,5,4,4,4,5,4,5
16902,4,4,4,4,5,4,4,5
16903,4,4,2,-1,4,-1,4,-1
16904,4,2,4,4,4,2,2,3
16905,4,4,4,4,4,5,4,2
16906,4,4,4,5,4,3,4,2
16907,4,4,4,4,4,4,4,-1
16908,4,3,3,4,4,3,3,4
16909,4,3,5,4,5,4,4,-1
16910,4,5,4,4,5,5,5,4
16911,4,4,4,3,4,5,4,-1
16912,4,4,4,5,5,5,4,4
16913,4,5,5,-1,5,-1,4,-1
16914,4,4,4,5,4,5,-1,3
16915,4,4,4,4,4,4,3,4
16916,4,5,4,4,4,4,-1,3
16917,4,4,5,5,5,4,4,5
16918,4,4,5,5,5,3,5,4
16919,4,3,5,5,5,4,5,5
16920,4,3,3,-1,4,-1,3,-1
16921,4,4,4,4,4,4,-1,-1
16922,4,4,3,2,4,3,4,4
16923,4,4,4,5,5,5,4,-1
16924,4,5,4,5,4,3,3,-1
16925,4,4,4,4,5,4,4,5
16926,4,4,4,5,5,4,4,-1
16927,4,4,4,4,3,5,4,3
16928,4,4,3,3,4,5,4,3
16929,4,4,4,5,4,4,4,-1
16930,4,5,4,5,5,5,5,-1
16931,4,-1,4,4,4,4,4,2
16932,4,5,4,5,4,5,4,4
16933,4,4,3,4,4,5,4,4
16934,4,3,4,-1,4,-1,4,-1
16935,4,3,4,3,4,5,4,-1
16936,4,4,4,4,4,5,4,3
16937,4,3,4,-1,5,-1,3,-1
16938,4,4,5,3,5,2,5,4
16939,4,4,3,4,3,4,3,3
16940,4,4,3,-1,5,-1,5,-1
16941,4,4,4,3,4,2,2,2
16942,4,4,5,5,5,5,5,5
16943,4,4,4,2,5,5,5,3
16944,4,4,4,4,5,3,3,3
16945,4,4,4,5,5,5,5,4
16946,4,3,4,4,3,3,4,2
16947,4,5,3,4,4,5,5,-1
16948,4,4,4,4,4,4,4,-1
16949,4,4,4,-1,4,-1,4,-1
16950,4,4,5,3,4,3,4,3
16951,4,4,5,5,5,5,5,-1
16952,4,5,4,-1,4,-1,4,-1
16953,4,4,4,5,4,4,5,4
16954,4,3,5,-1,5,-1,3,-1
16955,4,3,3,4,4,4,4,3
16956,4,3,4,-1,4,-1,3,-1
16957,4,4,4,-1,5,-1,4,-1
16958,4,5,3,5,4,5,4,2
16959,4,4,3,5,4,5,4,2
16960,4,4,4,2,3,5,5,5
16961,4,4,4,4,5,4,4,-1
16962,4,4,4,2,5,4,4,3
16963,4,5,5,-1,2,-1,5,-1
16964,4,4,4,5,2,4,4,4
16965,4,4,4,-1,4,-1,4,-1
16966,4,4,5,4,4,4,5,4
16967,4,4,4,4,5,5,5,-1
16968,4,4,2,5,4,3,2,5
16969,4,5,3,3,4,5,4,3
16970,4,4,5,4,5,4,4,-1
16971,4,4,4,4,4,2,3,4
16972,4,4,4,4,5,4,5,-1
16973,4,4,3,-1,4,-1,5,-1
16974,4,4,5,2,5,3,5,3
16975,4,5,4,5,5,5,5,5
16976,4,5,5,4,4,4,4,4
16977,4,4,4,-1,4,-1,4,-1
16978,4,3,4,5,5,4,5,-1
16979,4,3,4,4,5,5,5,5
16980,4,4,4,5,4,5,4,5
16981,4,3,4,5,4,5,5,5
16982,4,5,4,4,4,5,5,-1
16983,4,4,3,5,4,4,4,-1
16984,4,4,4,4,4,4,4,4
16985,4,4,5,3,3,5,4,-1
16986,4,4,3,5,5,5,5,5
16987,4,4,4,5,4,3,4,-1
16988,4,3,4,-1,3,-1,5,-1
16989,4,3,3,5,3,4,4,-1
16990,4,4,3,4,5,2,3,-1
16991,4,4,4,4,4,4,-1,-1
16992,4,-1,4,5,4,4,4,1
16993,4,4,4,5,4,1,4,3
16994,4,3,3,4,3,3,3,2
16995,4,3,5,5,4,4,4,-1
16996,4,4,4,4,4,4,4,4
16997,4,4,5,-1,5,-1,4,-1
16998,4,2,4,-1,3,-1,3,-1
16999,4,5,4,-1,5,-1,5,-1
17000,4,5,5,4,5,5,5,-1
17001,4,5,4,-1,4,-1,3,-1
17002,4,5,4,5,5,3,4,3
17003,4,4,5,-1,4,-1,5,-1
17004,4,5,4,5,5,5,5,3
17005,4,4,4,4,4,4,4,4
17006,4,5,4,4,4,5,5,-1
17007,4,3,3,3,5,1,4,-1
17008,4,4,5,-1,5,-1,5,-1
17009,4,5,3,4,4,3,4,-1
17010,4,4,3,5,4,3,4,3
17011,4,5,5,4,5,5,5,4
17012,4,5,4,4,4,3,5,2
17013,4,4,4,5,5,4,5,1
17014,4,4,4,5,5,4,4,2
17015,4,5,5,-1,5,-1,4,-1
17016,4,-1,3,4,5,5,5,4
17017,4,4,4,3,4,4,4,3
17018,4,2,5,4,5,5,5,-1
17019,4,4,4,4,4,5,4,4
17020,4,4,4,4,4,5,5,3
17021,4,5,5,5,5,5,5,5
17022,4,3,5,5,5,5,5,5
17023,4,4,3,-1,2,-1,3,-1
17024,4,4,3,-1,4,-1,4,-1
17025,4,5,4,5,4,5,5,-1
17026,4,4,5,5,5,4,5,-1
17027,4,3,4,3,4,5,4,-1
17028,4,4,3,3,4,3,3,3
17029,4,4,5,5,5,5,5,-1
17030,4,4,5,3,4,4,5,-1
17031,4,4,4,3,3,3,3,-1
17032,4,4,3,5,4,5,5,-1
17033,4,4,3,4,4,2,5,4
17034,4,4,4,-1,4,-1,5,-1
17035,4,3,3,5,3,4,4,-1
17036,4,4,5,5,3,5,5,3
17037,4,4,3,-1,4,-1,4,-1
17038,4,5,3,-1,4,-1,4,-1
17039,4,3,3,5,5,3,5,-1
17040,4,5,4,3,4,5,-1,3
17041,4,4,4,-1,4,-1,4,-1
17042,4,5,4,5,5,5,5,4
17043,4,3,3,-1,3,-1,4,-1
17044,4,4,4,5,4,4,4,5
17045,4,3,2,-1,2,-1,3,-1
17046,4,3,4,-1,4,-1,3,-1
17047,4,4,5,5,5,4,4,5
17048,4,5,5,5,5,5,5,5
17049,4,4,4,-1,3,-1,3,-1
17050,4,4,3,5,4,5,5,-1
17051,4,4,5,4,5,3,5,3
17052,4,4,3,-1,4,-1,4,-1
17053,4,4,4,4,4,4,4,-1
17054,4,4,5,3,5,5,5,4
17055,4,4,4,4,5,3,4,3
17056,4,5,3,5,4,5,5,-1
17057,4,4,4,3,5,4,4,3
17058,4,5,5,5,5,5,5,5
17059,4,5,4,5,5,4,4,-1
17060,4,5,4,3,5,4,4,5
17061,4,4,5,-1,5,-1,5,-1
17062,4,4,5,-1,5,-1,5,-1
17063,4,3,3,4,4,2,-1,-1
17064,4,4,3,4,5,4,5,5
17065,4,5,4,5,4,5,4,5
17066,4,4,4,4,3,4,4,3
17067,4,5,2,-1,4,-1,5,-1
17068,4,5,4,5,4,4,4,4
17069,4,5,4,4,5,5,4,3
17070,4,4,4,4,5,5,5,4
17071,4,4,4,-1,3,-1,4,-1
17072,4,4,4,5,5,4,5,4
17073,4,3,4,3,4,3,5,4
17074,4,4,4,4,5,5,5,5
17075,4,4,4,4,4,5,4,4
17076,4,4,3,4,4,4,4,4
17077,4,4,3,3,5,4,4,3
17078,4,4,3,3,4,5,4,-1
17079,4,4,5,5,5,5,5,5
17080,4,4,3,4,4,4,3,3
17081,4,5,5,5,4,5,5,4
17082,4,5,4,5,3,5,5,3
17083,4,4,4,5,5,3,4,4
17084,4,5,4,3,4,4,4,3
17085,4,4,4,5,5,4,3,3
17086,4,4,4,5,5,5,5,4
17087,4,5,4,4,4,5,5,-1
17088,4,4,4,-1,4,-1,3,-1
17089,4,4,5,2,4,3,3,4
17090,4,4,4,4,4,4,4,-1
17091,4,4,3,5,4,4,4,-1
17092,4,4,3,4,3,3,3,-1
17093,4,4,3,5,4,3,4,-1
17094,4,4,4,3,3,4,4,3
17095,4,5,4,5,3,5,5,-1
17096,4,5,3,-1,4,-1,5,-1
17097,4,4,5,-1,5,-1,4,-1
17098,4,4,5,3,5,2,3,-1
17099,4,4,2,-1,5,-1,5,-1
17100,4,4,3,-1,4,-1,3,-1
17101,4,4,3,4,4,3,3,-1
17102,4,4,4,-1,3,-1,3,-1
17103,4,4,4,5,4,4,3,4
17104,4,3,5,-1,5,-1,5,-1
17105,4,5,5,5,5,5,5,5
17106,4,5,4,-1,5,-1,4,-1
17107,4,4,4,5,4,5,5,3
17108,4,4,4,5,5,5,5,3
17109,4,3,4,-1,4,-1,3,-1
17110,4,4,4,4,4,4,4,4
17111,4,4,4,4,3,5,4,-1
17112,4,2,3,-1,4,-1,3,-1
17113,4,4,4,4,3,4,3,-1
17114,4,4,4,4,5,5,5,-1
17115,4,5,5,4,5,5,5,3
17116,4,4,3,-1,5,-1,3,-1
17117,4,5,5,4,5,4,4,4
17118,4,5,3,4,5,5,5,5
17119,4,4,4,4,5,3,3,-1
17120,4,5,5,-1,5,-1,5,-1
17121,4,3,3,-1,3,-1,4,-1
17122,4,3,4,-1,4,-1,2,-1
17123,4,4,5,5,5,5,5,5
17124,4,4,4,5,4,5,5,5
17125,4,4,5,-1,5,-1,5,-1
17126,4,4,4,-1,5,-1,2,-1
17127,4,4,3,3,4,5,4,3
17128,4,5,5,4,5,5,5,-1
17129,4,3,5,-1,4,-1,4,-1
17130,4,5,4,4,4,5,4,-1
17131,4,4,5,5,5,5,4,4
17132,4,4,4,-1,4,-1,4,-1
17133,4,4,4,3,4,3,4,4
17134,4,4,4,3,5,5,5,5
17135,4,5,4,5,5,5,4,-1
17136,4,3,3,5,2,5,4,1
17137,4,4,4,3,5,4,5,5
17138,4,4,5,4,5,5,4,-1
17139,4,4,5,5,4,5,4,-1
17140,4,4,4,2,4,5,4,4
17141,4,4,3,-1,4,-1,5,-1
17142,4,4,4,4,4,4,4,3
17143,4,5,4,4,4,4,5,2
17144,4,5,5,5,5,5,5,1
17145,4,4,4,5,4,3,2,-1
17146,4,3,4,5,4,4,4,2
17147,4,-1,4,5,4,4,4,-1
17148,4,4,4,5,4,4,4,-1
17149,4,4,4,5,5,4,4,-1
17150,4,4,4,5,4,4,4,5
17151,4,5,5,5,5,5,5,-1
17152,4,4,4,-1,4,-1,4,-1
17153,4,4,4,3,4,4,4,-1
17154,4,5,4,4,5,4,5,4
17155,4,4,4,-1,3,-1,3,-1
17156,4,4,3,4,4,3,4,-1
17157,4,4,3,4,4,3,3,-1
17158,4,4,4,4,3,5,4,-1
17159,4,4,4,4,4,5,5,4
17160,4,2,4,3,4,4,3,1
17161,4,4,5,-1,4,-1,4,-1
17162,4,5,5,-1,5,-1,5,-1
17163,4,5,4,5,5,4,4,-1
17164,4,4,4,4,4,4,-1,3
17165,4,5,4,5,4,4,3,4
17166,4,5,5,4,5,4,5,5
17167,4,4,3,3,5,3,4,2
17168,4,4,4,5,5,4,4,2
17169,4,4,4,4,4,4,4,-1
17170,4,3,4,-1,4,-1,5,-1
17171,4,4,4,4,5,5,5,-1
17172,4,4,4,4,3,4,4,3
17173,4,4,4,-1,4,-1,4,-1
17174,4,5,4,5,5,4,4,3
17175,4,2,5,5,5,3,2,3
17176,4,4,3,5,4,4,4,3
17177,4,4,5,5,5,5,5,5
17178,4,4,3,-1,4,-1,4,-1
17179,4,4,5,5,5,1,4,4
17180,4,3,4,-1,4,-1,4,-1
17181,4,3,5,3,3,1,3,-1
17182,4,5,5,4,4,5,4,-1
17183,4,4,3,4,3,4,4,-1
17184,4,5,4,5,5,5,5,5
17185,4,2,3,3,4,4,4,-1
17186,4,4,4,-1,5,-1,5,-1
17187,4,4,4,5,4,4,4,3
17188,4,4,4,4,4,5,5,5
17189,4,3,5,4,5,5,5,3
17190,4,4,4,-1,4,-1,3,-1
17191,4,4,4,2,5,5,4,-1
17192,4,5,3,5,5,5,5,4
17193,4,4,5,5,5,5,5,3
17194,4,-1,3,5,3,4,1,4
17195,4,4,5,5,5,5,-1,-1
17196,4,4,5,3,5,4,3,-1
17197,4,5,3,5,4,4,4,3
17198,4,5,4,-1,5,-1,5,-1
17199,4,5,4,4,5,4,4,5
17200,4,4,4,4,4,4,4,-1
17201,4,4,4,-1,4,-1,4,-1
17202,4,4,4,4,4,5,4,4
17203,4,4,4,4,4,4,5,-1
17204,4,4,5,5,4,4,4,3
17205,4,3,3,4,4,4,4,-1
17206,4,4,4,5,4,4,3,-1
17207,4,4,5,5,5,5,5,-1
17208,4,4,3,5,4,5,4,4
17209,4,3,5,5,5,2,4,5
17210,4,5,4,-1,5,-1,5,-1
17211,4,4,5,4,4,5,4,3
17212,4,4,4,5,4,4,4,4
17213,4,4,4,5,5,4,5,5
17214,4,4,4,3,4,4,4,4
17215,4,4,5,-1,5,-1,5,-1
17216,4,5,4,5,5,5,5,4
17217,4,4,4,4,4,2,2,5
17218,4,4,4,3,5,4,4,3
17219,4,5,3,5,4,5,5,4
17220,4,4,3,4,4,3,3,3
17221,4,4,4,5,4,2,2,5
17222,4,4,4,4,4,4,4,4
17223,4,3,4,4,4,4,4,-1
17224,4,4,4,4,5,5,5,4
17225,4,4,4,3,4,3,3,5
17226,4,3,4,3,3,2,2,-1
17227,4,5,3,3,5,5,5,-1
17228,4,4,5,5,4,5,5,5
17229,4,4,4,-1,4,-1,4,-1
17230,4,5,5,-1,4,-1,5,-1
17231,4,5,4,4,4,5,4,5
17232,4,4,4,-1,4,-1,5,-1
17233,4,5,4,3,5,4,5,-1
17234,4,5,4,5,4,5,4,4
17235,4,3,3,-1,4,-1,4,-1
17236,4,5,3,3,4,3,3,-1
17237,4,3,5,5,5,4,5,-1
17238,4,4,4,-1,5,-1,5,-1
17239,4,4,4,-1,5,-1,4,-1
17240,4,2,4,-1,5,-1,3,-1
17241,4,4,4,-1,4,-1,3,-1
17242,4,4,4,5,5,5,5,5
17243,4,3,4,4,3,4,-1,4
17244,4,4,4,5,5,5,4,-1
17245,4,4,3,2,4,4,3,3
17246,4,4,4,2,5,4,3,1
17247,4,5,4,5,4,4,4,-1
17248,4,5,5,5,5,4,4,-1
17249,4,4,4,-1,5,-1,5,-1
17250,4,4,4,4,4,5,5,-1
17251,4,5,4,5,5,4,4,3
17252,4,5,4,4,4,4,4,-1
17253,4,4,4,4,4,3,2,3
17254,4,4,4,4,5,5,-1,4
17255,4,4,5,-1,4,-1,3,-1
17256,4,4,4,3,4,4,-1,-1
17257,4,4,4,4,4,4,-1,4
17258,4,2,4,4,4,4,2,4
17259,4,3,3,4,5,5,5,3
17260,4,5,4,4,4,3,3,3
17261,4,5,5,-1,5,-1,5,-1
17262,4,3,4,5,4,4,4,-1
17263,4,4,4,4,5,5,5,-1
17264,4,3,3,5,3,4,4,1
17265,4,5,5,3,4,5,4,4
17266,4,4,4,4,5,4,3,-1
17267,4,4,4,4,4,4,4,-1
17268,4,4,4,5,4,5,4,3
17269,4,5,4,4,4,4,4,4
17270,4,5,4,5,5,5,-1,4
17271,4,4,3,-1,4,-1,4,-1
17272,4,5,4,4,5,4,3,2
17273,4,4,4,4,3,4,4,3
17274,4,5,4,2,5,3,3,2
17275,4,4,4,4,5,4,4,3
17276,4,4,4,5,5,4,5,-1
17277,4,4,5,4,5,4,5,4
17278,4,4,4,4,5,5,5,-1
17279,4,4,3,4,3,2,4,-1
17280,4,5,3,3,5,5,5,3
17281,4,5,3,-1,4,-1,5,-1
17282,4,4,4,-1,5,-1,3,-1
17283,4,4,4,-1,5,-1,4,-1
17284,4,3,4,-1,4,-1,4,-1
17285,4,4,3,5,3,3,3,3
17286,4,4,4,4,5,5,5,-1
17287,4,-1,4,5,5,4,4,3
17288,4,5,5,4,5,5,4,5
17289,4,5,4,5,4,5,5,4
17290,4,5,4,-1,5,-1,5,-1
17291,4,5,4,-1,5,-1,4,-1
17292,4,4,3,4,5,4,5,3
17293,4,4,4,4,4,4,5,3
17294,4,3,4,2,3,3,3,2
17295,4,5,4,-1,5,-1,4,-1
17296,4,5,5,5,5,5,5,5
17297,4,2,4,4,4,2,2,3
17298,4,5,4,-1,5,-1,3,-1
17299,4,4,3,5,4,3,3,4
17300,4,4,5,5,5,5,5,5
17301,4,5,4,4,3,4,4,3
17302,4,3,5,4,5,3,5,-1
17303,4,5,2,5,4,4,4,2
17304,4,4,3,4,4,4,3,-1
17305,4,5,4,5,5,5,5,-1
17306,4,5,4,5,4,5,5,4
17307,4,4,4,4,4,5,-1,4
17308,4,5,3,4,4,3,4,3
17309,4,4,4,4,5,4,3,5
17310,4,4,5,5,5,5,5,-1
17311,4,4,4,5,5,4,4,5
17312,4,4,3,2,3,4,4,4
17313,4,5,4,4,5,5,5,3
17314,4,4,4,5,4,5,5,4
17315,4,4,4,4,4,4,5,-1
17316,4,4,4,3,5,5,4,4
17317,4,4,4,4,4,5,5,-1
17318,4,4,4,5,4,5,4,-1
17319,4,5,5,5,4,4,3,-1
17320,4,4,3,5,3,3,3,3
17321,4,4,2,5,4,5,4,5
17322,4,4,4,4,4,5,4,-1
17323,4,4,4,4,3,4,4,4
17324,4,5,5,-1,5,-1,5,-1
17325,4,4,4,3,5,4,4,5
17326,4,4,4,5,5,5,5,3
17327,4,4,3,4,5,4,5,3
17328,4,4,4,4,5,3,4,2
17329,4,4,4,5,5,4,5,-1
17330,4,5,5,4,5,5,4,5
17331,4,4,4,5,-1,4,3,-1
17332,4,5,4,4,5,5,4,4
17333,4,4,4,-1,4,-1,5,-1
17334,4,5,4,4,5,5,4,-1
17335,4,4,4,4,4,3,3,3
17336,4,5,5,5,5,5,5,-1
17337,4,3,4,-1,4,-1,5,-1
17338,4,4,5,4,5,4,5,5
17339,4,4,4,3,4,5,4,-1
17340,4,5,4,4,4,5,4,-1
17341,4,4,5,4,5,4,5,4
17342,4,4,5,4,5,4,4,-1
17343,4,4,3,3,5,5,4,5
17344,4,5,4,-1,4,-1,3,-1
17345,4,4,3,-1,3,-1,4,-1
17346,4,5,4,5,5,5,5,4
17347,4,4,4,5,5,4,4,3
17348,4,4,3,4,4,4,3,4
17349,4,3,4,4,4,4,4,4
17350,4,3,4,-1,4,-1,4,-1
17351,4,5,4,3,3,5,4,-1
17352,4,5,4,-1,5,-1,4,-1
17353,4,4,2,4,4,4,4,4
17354,4,5,4,4,4,4,3,4
17355,4,3,5,4,4,4,3,-1
17356,4,4,3,5,4,4,3,-1
17357,4,5,3,5,2,2,2,-1
17358,4,5,5,4,5,4,4,5
17359,4,3,4,4,4,4,3,-1
17360,4,5,4,5,4,5,-1,3
17361,4,5,4,4,5,5,5,3
17362,4,5,4,5,4,5,-1,4
17363,4,4,4,5,5,5,5,-1
17364,4,3,4,3,5,4,4,-1
17365,4,4,4,3,4,4,4,-1
17366,4,4,5,5,5,5,4,4
17367,4,4,3,5,4,5,4,3
17368,4,-1,3,4,3,4,3,4
17369,4,4,4,4,5,5,5,5
17370,4,5,4,5,5,5,4,2
17371,4,-1,4,4,5,5,4,3
17372,4,4,3,2,4,4,4,1
17373,4,4,4,3,5,3,5,5
17374,4,4,3,4,4,4,4,3
17375,4,4,5,5,4,4,4,5
17376,4,4,3,5,4,5,5,-1
17377,4,3,5,-1,4,-1,3,-1
17378,4,3,3,4,5,4,3,4
17379,4,5,4,4,5,5,4,-1
17380,4,4,5,4,4,4,4,4
17381,4,5,4,-1,5,-1,4,-1
17382,4,5,5,5,5,5,5,5
17383,4,5,4,-1,4,-1,5,-1
17384,4,4,4,1,5,3,5,5
17385,4,4,3,-1,3,2,4,2
17386,4,4,3,-1,3,-1,3,-1
17387,4,3,4,4,4,4,4,-1
17388,4,4,5,4,5,5,5,4
17389,4,4,4,5,5,4,5,-1
17390,4,4,4,5,5,5,5,5
17391,4,5,2,-1,3,-1,5,-1
17392,4,5,4,4,4,3,5,3
17393,4,3,4,4,5,4,3,3
17394,4,5,4,3,4,4,4,-1
17395,4,5,4,4,4,5,4,4
17396,4,4,5,5,5,5,5,4
17397,4,3,4,-1,4,-1,3,-1
17398,4,5,5,4,5,5,5,3
17399,4,5,5,3,4,5,5,-1
17400,4,5,5,-1,5,-1,5,-1
17401,4,4,2,4,5,5,5,3
17402,4,-1,4,5,5,5,5,5
17403,4,4,3,4,2,4,4,5
17404,4,4,4,-1,5,-1,4,-1
17405,4,4,4,4,4,5,5,5
17406,4,4,4,-1,4,-1,4,-1
17407,4,4,4,4,4,4,4,3
17408,4,4,4,-1,4,-1,4,-1
17409,4,4,5,5,5,5,5,-1
17410,4,4,5,4,4,4,5,4
17411,4,4,4,5,5,4,4,-1
17412,4,3,4,3,4,4,4,-1
17413,4,3,3,-1,2,-1,4,-1
17414,4,5,4,-1,4,-1,4,-1
17415,4,4,5,5,5,5,5,5
17416,4,5,3,-1,4,-1,3,-1
17417,4,3,2,3,4,4,5,4
17418,4,5,4,4,5,5,5,-1
17419,4,5,4,-1,5,-1,5,-1
17420,4,4,4,-1,4,-1,4,-1
17421,4,5,5,4,5,4,5,5
17422,4,4,5,3,5,5,4,3
17423,4,4,4,-1,5,-1,4,-1
17424,4,4,3,3,5,5,5,-1
17425,4,4,4,4,4,4,4,3
17426,4,3,4,4,5,4,5,-1
17427,4,5,4,5,4,5,5,-1
17428,4,5,3,-1,4,-1,4,-1
17429,4,4,5,5,5,5,4,5
17430,4,5,4,3,5,4,4,4
17431,4,3,1,5,5,3,5,2
17432,4,5,5,-1,5,-1,4,-1
17433,4,4,3,4,5,4,3,3
17434,4,4,4,4,4,3,4,4
17435,4,4,4,5,4,5,3,2
17436,4,4,4,-1,4,-1,4,-1
17437,4,4,5,5,5,5,5,5
17438,4,4,4,4,4,4,4,3
17439,4,-1,3,4,4,3,4,4
17440,4,4,3,3,4,3,4,-1
17441,4,4,3,3,3,3,3,3
17442,4,4,4,5,5,5,5,5
17443,4,5,5,-1,5,-1,5,-1
17444,4,4,4,4,5,4,4,4
17445,4,5,4,-1,5,-1,5,-1
17446,4,5,5,4,5,3,3,-1
17447,4,4,4,-1,4,-1,3,-1
17448,4,4,3,4,5,3,4,3
17449,4,4,5,4,5,3,4,5
17450,4,4,3,5,4,4,4,3
17451,4,4,4,4,5,4,5,3
17452,4,4,5,4,5,3,4,-1
17453,4,5,4,4,4,5,5,5
17454,4,5,4,4,5,4,5,4
17455,4,3,3,-1,5,-1,4,-1
17456,4,4,4,5,5,5,5,5
17457,4,4,5,4,5,4,4,4
17458,4,4,4,4,5,5,5,5
17459,4,4,4,-1,4,-1,4,-1
17460,4,-1,4,5,4,4,4,-1
17461,4,4,3,4,5,4,3,3
17462,4,-1,5,4,5,4,5,-1
17463,4,4,4,5,4,4,3,-1
17464,4,4,4,4,4,4,4,4
17465,4,4,4,3,4,-1,3,3
17466,4,4,4,5,4,4,4,-1
17467,4,5,5,5,5,5,5,3
17468,4,4,5,5,5,5,5,3
17469,4,3,2,4,3,4,4,-1
17470,4,4,5,5,5,5,5,-1
17471,4,4,3,2,4,5,5,-1
17472,4,4,4,4,4,3,4,3
17473,4,4,4,-1,5,-1,4,-1
17474,4,3,4,-1,4,-1,5,-1
17475,4,4,3,4,3,4,3,-1
17476,4,3,4,5,5,3,2,4
17477,4,4,4,4,5,5,5,3
17478,4,-1,4,4,4,4,4,-1
17479,4,4,4,5,4,4,4,4
17480,4,5,4,-1,4,-1,4,-1
17481,4,3,5,5,5,4,5,3
17482,4,4,5,5,4,3,4,-1
17483,4,4,5,5,5,5,5,2
17484,4,5,4,-1,4,-1,4,-1
17485,4,4,4,5,5,3,3,-1
17486,4,3,3,4,4,3,2,3
17487,4,4,5,3,5,5,5,4
17488,4,3,3,4,4,3,3,2
17489,4,4,4,5,4,5,5,-1
17490,4,4,5,4,5,3,4,-1
17491,4,3,4,4,5,4,3,-1
17492,4,5,4,3,5,5,4,-1
17493,4,4,4,2,5,5,5,4
17494,4,4,5,5,5,4,5,4
17495,4,4,3,3,4,5,5,5
17496,4,5,4,-1,5,-1,5,-1
17497,4,4,5,5,5,4,4,-1
17498,4,4,4,-1,4,-1,4,-1
17499,4,4,5,5,4,2,4,3
17500,4,-1,5,5,4,2,2,3
17501,4,5,4,4,2,4,-1,-1
17502,4,5,4,5,5,4,4,4
17503,4,3,5,5,3,3,5,-1
17504,4,4,4,3,4,4,5,4
17505,4,4,4,-1,4,-1,4,-1
17506,4,3,4,-1,4,-1,4,-1
17507,4,4,5,5,5,5,5,5
17508,4,5,4,4,4,3,3,3
17509,4,4,4,5,4,4,4,4
17510,4,3,5,5,5,3,3,4
17511,4,4,5,5,5,5,5,4
17512,4,5,4,-1,4,-1,5,-1
17513,4,5,5,5,5,5,4,4
17514,4,3,4,-1,4,-1,4,-1
17515,4,4,4,5,5,4,4,-1
17516,4,5,4,5,4,4,4,4
17517,4,4,4,5,4,4,4,4
17518,4,4,4,1,4,4,4,4
17519,4,3,4,-1,4,-1,4,-1
17520,4,4,4,-1,5,-1,4,-1
17521,4,5,4,-1,4,-1,5,-1
17522,4,5,2,3,3,3,3,-1
17523,4,4,5,4,5,5,5,3
17524,4,5,5,4,5,5,5,5
17525,4,3,5,-1,5,-1,5,-1
17526,4,4,5,5,4,2,3,2
17527,4,4,3,5,4,4,4,3
17528,4,5,4,5,3,3,4,-1
17529,4,4,3,-1,3,-1,3,-1
17530,4,4,5,4,5,4,5,4
17531,4,3,3,5,4,4,4,-1
17532,4,5,4,3,5,5,5,3
17533,4,5,5,3,5,4,5,-1
17534,4,4,3,5,3,3,5,2
17535,4,4,4,2,4,5,5,4
17536,4,4,4,5,5,4,4,5
17537,4,4,3,-1,4,-1,4,-1
